ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
0032 014 111104,0032,014,1328 N MOUNT ST,11/11/2004,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30386236, -76.64494251)"
0032 034 012219,0032,034,1333 N FULTON AVE,01/22/2019,Sandtown-Winchester,Western,7,"(39.30391878, -76.64577212)"
0032 037 072414,0032,037,1327 1/2 N FULTON AVE,07/24/2014,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30380649, -76.64576556)"
0036A009 122418,0036A,009,1314 N CAREY ST,12/24/2018,Sandtown-Winchester,Western,7,"(39.30396144, -76.63926608)"
0036A013 032912,0036A,013,1322 N CAREY ST,03/29/2012,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30414734, -76.63927332)"
0036A014 052813,0036A,014,1324 N CAREY ST,05/28/2013,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30419026, -76.6392809)"
0036A015 072011,0036A,015,1326 N CAREY ST,07/20/2011,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30423482, -76.63928259)"
0036A026 101515,0036A,026,1348 N CAREY ST,10/15/2015,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30468275, -76.63930974)"
0036B066 013012,0036B,066,1329 N CALHOUN ST,01/30/2012,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30428073, -76.64015233)"
0036B067 013012,0036B,067,1331 N CALHOUN ST,01/30/2012,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30432181, -76.64015495)"
0036B083 081012,0036B,083,1363 N CALHOUN ST,08/10/2012,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30499197, -76.64019706)"
0036B084 121813,0036B,084,1365 N CALHOUN ST,12/18/2013,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30503478, -76.64019963)"
0008 015 120317,0008,015,1728 N FULTON AVE,12/03/2017,Sandtown-Winchester,Western,7,"(39.30856952, -76.64667296)"
0036B085 091318,0036B,085,1367 N CALHOUN ST,09/13/2018,Sandtown-Winchester,Western,7,"(39.30507204, -76.64020187)"
0037 011 082509,0037,011,1315 N CAREY ST,08/25/2009,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30391584, -76.63870822)"
0037 013 082317,0037,013,1319 N CAREY ST,08/23/2017,Sandtown-Winchester,Western,7,"(39.30400637, -76.63871358)"
0037 015 011216,0037,015,1323 N CAREY ST,01/12/2016,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30409274, -76.63871865)"
0037 017 122418,0037,017,1327 N CAREY ST,12/24/2018,Sandtown-Winchester,Western,7,"(39.30418144, -76.63872392)"
0037 018 032012,0037,018,1329 N CAREY ST,03/20/2012,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30422721, -76.63872661)"
0037 019 031912,0037,019,1331 N CAREY ST,03/19/2012,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30427092, -76.63872921)"
0037 028 022708,0037,028,1349 N CAREY ST,02/27/2008,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30467649, -76.63875417)"
0037A020 122418,0037A,020,1340 N FREMONT AVE,12/24/2018,Sandtown-Winchester,Western,7,"(39.30444418, -76.6377111)"
0037A023 110804,0037A,023,1346 N FREMONT AVE,11/08/2004,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30456412, -76.63777658)"
0037A028 061009,0037A,028,1356 N FREMONT AVE,06/10/2009,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30476718, -76.6378887)"
0037A029 061209,0037A,029,1358 N FREMONT AVE,06/12/2009,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30480702, -76.63791244)"
0041 027 100915,0041,027,1203 N FULTON AVE,10/09/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30302141, -76.645714)"
0041 028 052412,0041,028,1201 N FULTON AVE,05/24/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30298083, -76.64571081)"
0041 036 101012,0041,036,1153 N FULTON AVE,10/10/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30212597, -76.64561495)"
0041 038 031115,0041,038,1149 N FULTON AVE,03/11/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30204767, -76.64561081)"
0041 042 053017,0041,042,1141 N FULTON AVE,05/30/2017,Sandtown-Winchester,Western,9,"(39.30189665, -76.64560274)"
0041 059 092017,0041,059,1107 N FULTON AVE,09/20/2017,Sandtown-Winchester,Western,9,"(39.30120972, -76.64558205)"
0041 066 101816,0041,066,1714 RIGGS AVE,10/18/2016,Sandtown-Winchester,Western,9,"(39.30118428, -76.64521641)"
0049 041 091510,0049,041,1112 APPLETON ST,09/15/2010,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.30155464, -76.64894948)"
0049 044 122111,0049,044,1101 N PAYSON ST,12/21/2011,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.30127429, -76.64913125)"
0049 051 110613,0049,051,1926 RIGGS AVE,11/06/2013,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.30105431, -76.64894533)"
0049 056 072606,0049,056,1916 RIGGS AVE,07/26/2006,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.3010611, -76.64869923)"
0049 057 032609,0049,057,1914 RIGGS AVE,03/26/2009,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.30106138, -76.64864589)"
0049 062 081309,0049,062,1904 RIGGS AVE,08/13/2009,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30107974, -76.6481978)"
0049 063 121107,0049,063,1902 RIGGS AVE,12/11/2007,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30108141, -76.64815121)"
0050 001 110904,0050,001,1100 N FULTON AVE,11/09/2004,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3010591, -76.64624749)"
0050 004 061512,0050,004,1106 N FULTON AVE,06/15/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30116724, -76.64625158)"
0007 065 092517,0007,065,1729 N PAYSON ST,09/25/2017,Easterwood,Western,7,"(39.3084407, -76.64954668)"
0050 008 122418,0050,008,1114 N FULTON AVE,12/24/2018,Sandtown-Winchester,Western,9,"(39.30130861, -76.64625724)"
0050 015 031517,0050,015,1128 N FULTON AVE,03/15/2017,Sandtown-Winchester,Western,9,"(39.30155355, -76.64626704)"
0050 027 080912,0050,027,1129 MCKEAN AVE,08/09/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3018095, -76.64667841)"
0050 030 030508,0050,030,1123 MCKEAN AVE,03/05/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30169914, -76.64667322)"
0050 039 110118,0050,039,1105 MCKEAN AVE,11/01/2018,Sandtown-Winchester,Western,9,"(39.30136381, -76.64665741)"
0050 041 122013,0050,041,1101 MCKEAN AVE,12/20/2013,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30128954, -76.64665372)"
0050 043 081811,0050,043,1102 MCKEAN AVE,08/18/2011,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30131287, -76.64708708)"
0050 044 022414,0050,044,1104 MCKEAN AVE,02/24/2014,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30134928, -76.64708927)"
0050 051 112012,0050,051,1118 MCKEAN AVE,11/20/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30160736, -76.64710468)"
0050 052 103015,0050,052,1120 MCKEAN AVE,10/30/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30164432, -76.64710686)"
0050 053 021913,0050,053,1122 MCKEAN AVE,02/19/2013,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30168077, -76.64710902)"
0050 055 092112,0050,055,1126 MCKEAN AVE,09/21/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30175589, -76.64711349)"
0050 057 012913,0050,057,1130 MCKEAN AVE,01/29/2013,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30183062, -76.64711796)"
0050 058 080912,0050,058,1132 MCKEAN AVE,08/09/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30186846, -76.64712023)"
0050 059 061206,0050,059,1134 MCKEAN AVE,06/12/2006,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30190485, -76.64712236)"
0050 068 052013,0050,068,1121 N MONROE ST,05/20/2013,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3016483, -76.64743095)"
0016 020 120617,0016,020,1638 N GILMOR ST,12/06/2017,Sandtown-Winchester,Western,7,"(39.30758627, -76.64371583)"
0050 071 060112,0050,071,1115 N MONROE ST,06/01/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30153378, -76.64742412)"
0050 076 092017,0050,076,1105 N MONROE ST,09/20/2017,Sandtown-Winchester,Western,9,"(39.30134115, -76.64741253)"
0050 085 111815,0050,085,1820 RIGGS AVE,11/18/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30111528, -76.64718484)"
0050 086 081218,0050,086,1818 RIGGS AVE,08/12/2018,Sandtown-Winchester,Western,9,"(39.30111713, -76.64713191)"
0050 087 102808,0050,087,1816 RIGGS AVE,10/28/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30111898, -76.64707945)"
0050 088 022608,0050,088,1814 RIGGS AVE,02/26/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30112082, -76.64702648)"
0003 013 100417,0003,013,1824 N FULTON AVE,10/04/2017,Sandtown-Winchester,Western,7,"(39.30943041, -76.64676119)"
0004 013 051316,0004,013,1825 N FULTON AVE,05/13/2016,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30946191, -76.64595626)"
0009 035 092917,0009,035,1726 N MOUNT ST,09/29/2017,Sandtown-Winchester,Western,7,"(39.3085546, -76.64516938)"
0021 037 092917,0021,037,1553 N FULTON AVE,09/29/2017,Sandtown-Winchester,Western,7,"(39.30632201, -76.64590632)"
0021 038 092917,0021,038,1551 N FULTON AVE,09/29/2017,Sandtown-Winchester,Western,7,"(39.30628891, -76.6459042)"
0050 089 022008,0050,089,1812 RIGGS AVE,02/20/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30112283, -76.64697329)"
0053 003 091416,0053,003,1105 N GILMOR ST,09/14/2016,Sandtown-Winchester,Western,9,"(39.30128602, -76.64280814)"
0001 027 052718,0001,027,1808 N PAYSON ST,05/27/2018,Easterwood,Western,7,"(39.30898232, -76.65010528)"
0053 008 052909,0053,008,1115 N GILMOR ST,05/29/2009,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30152697, -76.64282229)"
0053 009 101708,0053,009,1117 N GILMOR ST,10/17/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3015749, -76.64282512)"
0053 017 020615,0053,017,1133 N GILMOR ST,02/06/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30202319, -76.64285141)"
0053 019 081616,0053,019,1137 N GILMOR ST,08/16/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30210569, -76.64285626)"
0053 045 120710,0053,045,1126 N STRICKER ST,12/07/2010,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30172229, -76.64194742)"
0053 057 100708,0053,057,1102 N STRICKER ST,10/07/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30124969, -76.64191983)"
0053 064 061008,0053,064,1520 RIGGS AVE,06/10/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30127726, -76.64242612)"
0053 065 041912,0053,065,1522 RIGGS AVE,04/19/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30127528, -76.64248175)"
0006 028A 101217,0006,028A,2017 WESTWOOD AVE,10/12/2017,Easterwood,Western,7,"(39.30848889, -76.65069273)"
0053 066 052413,0053,066,1524 RIGGS AVE,05/24/2013,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30127351, -76.64253391)"
0053 067 083010,0053,067,1526 RIGGS AVE,08/30/2010,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30127293, -76.6425862)"
0054 004 070209,0054,004,1107 N STRICKER ST,07/02/2009,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30133311, -76.64141797)"
0054 005 030408,0054,005,1109 N STRICKER ST,03/04/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30136806, -76.6414201)"
0055B029 102116,0055B,029,1156 N CAREY ST,10/21/2016,Sandtown-Winchester,Western,9,"(39.30233425, -76.63914628)"
0055C004 010716,0055C,004,1107 N CAREY ST,01/07/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30141242, -76.63858458)"
0055C006 020817,0055C,006,1111 N CAREY ST,02/08/2017,Sandtown-Winchester,Western,9,"(39.30148939, -76.63858866)"
0055C007 020508,0055C,007,1113 N CAREY ST,02/05/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30152818, -76.6385907)"
0055C010 032106,0055C,010,1119 N CAREY ST,03/21/2006,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30164247, -76.63859688)"
0055C014 110504,0055C,014,1127 N CAREY ST,11/05/2004,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30179328, -76.63860487)"
0055C015 070715,0055C,015,1129 N CAREY ST,07/07/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30183206, -76.63860673)"
0055C016 061508,0055C,016,1131 N CAREY ST,06/15/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30187335, -76.63860913)"
0055C018 110504,0055C,018,1135 N CAREY ST,11/05/2004,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30195586, -76.63861348)"
0017 033 120317,0017,033,1504 BAKER ST,12/03/2017,Sandtown-Winchester,Western,7,"(39.30695399, -76.64251683)"
0050 081 060116,0050,081,1828 RIGGS AVE,06/01/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30110781, -76.64739768)"
0055C019 043014,0055C,019,1137 N CAREY ST,04/30/2014,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3019973, -76.63861571)"
0055C020 091312,0055C,020,1139 N CAREY ST,09/13/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30203832, -76.63861791)"
0055C025 032106,0055C,025,1149 N CAREY ST,03/21/2006,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30224406, -76.63862889)"
0055C026 030905,0055C,026,1151 N CAREY ST,03/09/2005,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30228579, -76.63863122)"
0055C039 020508,0055C,039,1152 N CARROLLTON AVE,02/05/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30234144, -76.63773801)"
0055C041 111015,0055C,041,1148 N CARROLLTON AVE,11/10/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30222386, -76.63773045)"
0055C042 111015,0055C,042,1146 N CARROLLTON AVE,11/10/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3021865, -76.63772796)"
0003 044 102317,0003,044,1823 N MONROE ST,10/23/2017,Sandtown-Winchester,Western,7,"(39.30930526, -76.64785728)"
0004 020 102317,0004,020,1731 W NORTH AVE,10/23/2017,Sandtown-Winchester,Western,7,"(39.30966642, -76.64594607)"
0007 070 102317,0007,070,1719 N PAYSON ST,10/23/2017,Easterwood,Western,7,"(39.3082554, -76.64953688)"
0036B068 061416,0036B,068,1333 N CALHOUN ST,06/14/2016,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30436179, -76.64015755)"
0055C043 090210,0055C,043,1144 N CARROLLTON AVE,09/02/2010,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30214866, -76.63772587)"
0014 005 010418,0014,005,1608 N FULTON AVE,01/04/2018,Sandtown-Winchester,Western,7,"(39.30691443, -76.64658083)"
0055C047 122418,0055C,047,1136 N CARROLLTON AVE,12/24/2018,Sandtown-Winchester,Western,9,"(39.30199712, -76.63771714)"
0055C048 120317,0055C,048,1134 N CARROLLTON AVE,12/03/2017,Sandtown-Winchester,Western,9,"(39.30195907, -76.63771515)"
0055C051 092708,0055C,051,1128 N CARROLLTON AVE,09/27/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30184591, -76.63770865)"
0055C052 111612,0055C,052,1126 N CARROLLTON AVE,11/16/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30180806, -76.63770636)"
0055C063 032316,0055C,063,1104 N CARROLLTON AVE,03/23/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30139077, -76.63768238)"
0014 046 110217,0014,046,1635 MCKEAN AVE,11/02/2017,Sandtown-Winchester,Western,7,"(39.30739924, -76.64693284)"
0055C064 021315,0055C,064,1102 N CARROLLTON AVE,02/13/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30135319, -76.6376802)"
0055D011 072414,0055D,011,1106 N FREMONT AVE,07/24/2014,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30202685, -76.63638775)"
0055D023 010507,0055D,023,1107 WINCHESTER ST,01/05/2007,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30233375, -76.63688065)"
0055D024 031417,0055D,024,1109 WINCHESTER ST,03/14/2017,Sandtown-Winchester,Western,9,"(39.30233295, -76.63692888)"
0002 030 070116,0002,030,1933 W NORTH AVE,07/01/2016,EASTERWOOD,WESTERN,7,"(39.30948772, -76.64923983)"
0055D025 050418,0055D,025,1111 WINCHESTER ST,05/04/2018,Sandtown-Winchester,Western,9,"(39.30233221, -76.63697746)"
0042 080 102717,0042,080,1105 N MOUNT ST,10/27/2017,Sandtown-Winchester,Western,9,"(39.30119506, -76.64423619)"
0055D026 040705,0055D,026,1113 WINCHESTER ST,04/07/2005,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30233129, -76.63702569)"
0055D027 031417,0055D,027,1115 WINCHESTER ST,03/14/2017,Sandtown-Winchester,Western,9,"(39.30233121, -76.63707445)"
0055D033 020508,0055D,033,1149 N CARROLLTON AVE,02/05/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30223841, -76.63722955)"
0055D034 073108,0055D,034,1147 N CARROLLTON AVE,07/31/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30220241, -76.63722122)"
0411 050 031018,0411,050,744 DOLPHIN ST,03/10/2018,Upton,Central,11,"(39.29756259, -76.63268275)"
0055D037 081412,0055D,037,1141 N CARROLLTON AVE,08/14/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30208855, -76.63721355)"
0055D038 020419,0055D,038,1139 N CARROLLTON AVE,02/04/2019,Sandtown-Winchester,Western,9,"(39.30204917, -76.63721123)"
0055D040 101813,0055D,040,1135 N CARROLLTON AVE,10/18/2013,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3019722, -76.63720665)"
0055D042 123108,0055D,042,1131 N CARROLLTON AVE,12/31/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30189635, -76.63720196)"
0055D044 122608,0055D,044,1127 N CARROLLTON AVE,12/26/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3018186, -76.63719727)"
0055D045 081516,0055D,045,1125 N CARROLLTON AVE,08/15/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30178037, -76.63719509)"
0055D046 081516,0055D,046,1123 N CARROLLTON AVE,08/15/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30174171, -76.63719267)"
0055D047 071906,0055D,047,1121 N CARROLLTON AVE,07/19/2006,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3017033, -76.63719044)"
0055D054 030808,0055D,054,1107 N CARROLLTON AVE,03/08/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30143626, -76.63717444)"
0055D055 031512,0055D,055,1105 N CARROLLTON AVE,03/15/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30139778, -76.63717203)"
0055D056 112305,0055D,056,1103 N CARROLLTON AVE,11/23/2005,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30135753, -76.63716958)"
0055D057 101008,0055D,057,1101 N CARROLLTON AVE,10/10/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30131704, -76.63716491)"
0021 057 070516,0021,057,1513 N FULTON AVE,07/05/2016,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30562335, -76.64585406)"
0035 039 070516,0035,039,1411 PRESSTMAN ST,07/05/2016,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30528621, -76.64113866)"
0055C002 070516,0055C,002,1103 N CAREY ST,07/05/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3013353, -76.63858051)"
0055D061 061814,0055D,061,1118 RIGGS AVE,06/18/2014,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30140623, -76.63683596)"
0055D062 060707,0055D,062,1116 RIGGS AVE,06/07/2007,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30140672, -76.63678582)"
0056A052 120317,0056A,052,2229 RIGGS AVE,12/03/2017,Bridgeview/Greenlawn,Western,9,"(39.3004999, -76.65304031)"
0057 003 082206,0057,003,1004 N PAYSON ST,08/22/2006,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.29993496, -76.6495896)"
0057 004 042110,0057,004,1006 N PAYSON ST,04/21/2010,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.29997332, -76.64959137)"
0057 005 012716,0057,005,1008 N PAYSON ST,01/27/2016,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.30001217, -76.64959315)"
0057 012 033011,0057,012,1022 N PAYSON ST,03/30/2011,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.3002808, -76.6496054)"
0057 013 080318,0057,013,1024 N PAYSON ST,08/03/2018,Bridgeview/Greenlawn,Western,9,"(39.30031883, -76.64960716)"
0058 002 081111,0058,002,1902 MOSHER ST,08/11/2011,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30001176, -76.64777539)"
0058 003 060816,0058,003,1904 MOSHER ST,06/08/2016,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30001004, -76.64782512)"
0058 004 111808,0058,004,1906 MOSHER ST,11/18/2008,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30000835, -76.64787303)"
0058 005 053017,0058,005,1908 MOSHER ST,05/30/2017,Midtown-Edmondson,Western,9,"(39.30000663, -76.64792342)"
0058 007 052109,0058,007,1912 MOSHER ST,05/21/2009,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30000317, -76.6480228)"
0058 008 112107,0058,008,1914 MOSHER ST,11/21/2007,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30000149, -76.64807105)"
0058 009 053111,0058,009,1916 MOSHER ST,05/31/2011,MIDTOWN-EDMONDSON,WESTERN,9,"(39.29999982, -76.64811905)"
0058 012 071613,0058,012,1922 MOSHER ST,07/16/2013,MIDTOWN-EDMONDSON,WESTERN,9,"(39.29999464, -76.64826916)"
0058 021 120718,0058,021,1940 MOSHER ST,12/07/2018,Midtown-Edmondson,Western,9,"(39.29997157, -76.64893135)"
0058 037 042310,0058,037,1021 N PAYSON ST,04/23/2010,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30049209, -76.64907989)"
0058 039 080811,0058,039,1923 RIGGS AVE,08/08/2011,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30064725, -76.64916162)"
0058 044 020807,0058,044,1913 RIGGS AVE,02/08/2007,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30067275, -76.6483618)"
0058 053 021610,0058,053,1028 N MONROE ST,02/16/2010,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30070855, -76.64787097)"
0058 054 040606,0058,054,1026 N MONROE ST,04/06/2006,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30067227, -76.64786878)"
0058 093 073106,0058,093,1028 APPLETON ST,07/31/2006,MIDTOWN-EDMONDSON,WESTERN,9,"(39.30064259, -76.64873683)"
0059 009 062609,0059,009,1016 N FULTON AVE,06/26/2009,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30032723, -76.64621265)"
0059 011 062817,0059,011,1020 N FULTON AVE,06/28/2017,Sandtown-Winchester,Western,9,"(39.30041389, -76.64621618)"
0059 019 121313,0059,019,1801 RIGGS AVE,12/13/2013,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30074133, -76.64647062)"
0059 024 050814,0059,024,1811 RIGGS AVE,05/08/2014,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30073031, -76.64672791)"
0059 027 120317,0059,027,1817 RIGGS AVE,12/03/2017,Sandtown-Winchester,Western,9,"(39.30071856, -76.64705549)"
0059 031 022008,0059,031,1825 RIGGS AVE,02/20/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30071114, -76.64726705)"
0047 052 060118,0047,052,1121 N BENTALOU ST,06/01/2018,Bridgeview/Greenlawn,Western,9,"(39.3011948, -76.65332718)"
0059 032 092318,0059,032,1827 RIGGS AVE,09/23/2018,Sandtown-Winchester,Western,9,"(39.30070927, -76.64732041)"
0059 033 062609,0059,033,1829 RIGGS AVE,06/26/2009,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30070741, -76.64737349)"
0059 037 120516,0059,037,1019 N MONROE ST,12/05/2016,Sandtown-Winchester,Western,9,"(39.3005154, -76.64735015)"
0059 038 011911,0059,038,1017 N MONROE ST,01/19/2011,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30048017, -76.64734795)"
0059 040 082007,0059,040,1013 N MONROE ST,08/20/2007,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30040585, -76.64734342)"
0059 042 062411,0059,042,1009 N MONROE ST,06/24/2011,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30033205, -76.64733885)"
0059 043 021417,0059,043,1007 N MONROE ST,02/14/2017,Sandtown-Winchester,Western,9,"(39.30029544, -76.64733662)"
0013A022 031618,0013A,022,1630 MCKEAN AVE,03/16/2018,Sandtown-Winchester,Western,7,"(39.30752579, -76.64745067)"
0059 045 052316,0059,045,1003 N MONROE ST,05/23/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30022151, -76.64733207)"
0059 053 101608,0059,053,1820 MOSHER ST,10/16/2008,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30003427, -76.64712085)"
0059 055 062916,0059,055,1816 MOSHER ST,06/29/2016,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30003791, -76.64701479)"
0059 059 020413,0059,059,1808 MOSHER ST,02/04/2013,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30005085, -76.64664111)"
0059 060 100506,0059,060,1806 MOSHER ST,10/05/2006,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30005246, -76.64659395)"
0059 061 012315,0059,061,1804 MOSHER ST,01/23/2015,SANDTOWN-WINCHESTER,WESTERN,9,"(39.3000541, -76.64654635)"
0059 062 081817,0059,062,1802 MOSHER ST,08/18/2017,Sandtown-Winchester,Western,9,"(39.30005581, -76.64649742)"
0059 064 090417,0059,064,1001 MCKEAN AVE,09/04/2017,Sandtown-Winchester,Western,9,"(39.30021044, -76.64657946)"
0059 065 080912,0059,065,1003 MCKEAN AVE,08/09/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30024789, -76.64658087)"
0059 067 120106,0059,067,1007 MCKEAN AVE,12/01/2006,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30032104, -76.64658398)"
0059 071 042612,0059,071,1015 MCKEAN AVE,04/26/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30046857, -76.64659022)"
0059 075 052510,0059,075,1020 MCKEAN AVE,05/25/2010,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30056324, -76.64704575)"
0059 078 041912,0059,078,1014 MCKEAN AVE,04/19/2012,SANDTOWN-WINCHESTER,WESTERN,9,"(39.30045216, -76.64703931)"
0060 005 062817,0060,005,1008 N MOUNT ST,06/28/2017,Sandtown-Winchester,Western,9,"(39.30019518, -76.64470352)"
