ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
3423 014 022318,3423,014,2305 MCCULLOH ST,02/23/2018,Reservoir Hill,Central,7,"(39.31077735, -76.63711525)"
3423 020 053118,3423,020,1101 CLENDENIN ST,05/31/2018,Reservoir Hill,Central,7,"(39.31082816, -76.63655759)"
3424 053 101317,3424,053,1013 WHITELOCK ST,10/13/2017,Reservoir Hill,Central,7,"(39.3126692, -76.63716307)"
3424 055 042318,3424,055,2341 MADISON AVE,04/23/2018,Reservoir Hill,Central,7,"(39.31261193, -76.63745215)"
3424 067 122418,3424,067,2317 MADISON AVE,12/24/2018,Reservoir Hill,Central,7,"(39.31219971, -76.63693551)"
3424 084 112717,3424,084,2243 MADISON AVE,11/27/2017,Reservoir Hill,Central,7,"(39.31138933, -76.63613727)"
3424 092 122118,3424,092,2227 MADISON AVE,12/21/2018,Reservoir Hill,Central,7,"(39.31108826, -76.63597759)"
3426 023 012119,3426,023,2315 EUTAW PL,01/21/2019,Reservoir Hill,Central,7,"(39.3123323, -76.63532201)"
3426 059 122718,3426,059,2256 LINDEN AVE,12/27/2018,Reservoir Hill,Central,7,"(39.31345392, -76.63566278)"
3427 010 122517,3427,010,2205 EUTAW PL,12/25/2017,Reservoir Hill,Central,7,"(39.3109539, -76.63397262)"
3427 026 012618,3427,026,2237 EUTAW PL,01/26/2018,Reservoir Hill,Central,7,"(39.31161619, -76.63462248)"
3427 032 090618,3427,032,2249 EUTAW PL,09/06/2018,Reservoir Hill,Central,7,"(39.31186723, -76.63487037)"
3427 038 122118,3427,038,2066 LINDEN AVE,12/21/2018,Reservoir Hill,Central,7,"(39.31207868, -76.63423206)"
3427 039 041018,3427,039,2064 LINDEN AVE,04/10/2018,Reservoir Hill,Central,7,"(39.31204371, -76.63419813)"
3443 029 053118,3443,029,2123 BOLTON ST,05/31/2018,Reservoir Hill,Central,7,"(39.31236821, -76.62961729)"
3443 030 083018,3443,030,2125 BOLTON ST,08/30/2018,Reservoir Hill,Central,7,"(39.31241504, -76.62962265)"
3443 052 060618,3443,052,1920 PARK AVE,06/06/2018,Reservoir Hill,Central,7,"(39.31270059, -76.62829388)"
3445 003 020119,3445,003,2204 CALLOW AVE,02/01/2019,Reservoir Hill,Central,7,"(39.31291054, -76.63171922)"
3445 007 030918,3445,007,2212 CALLOW AVE,03/09/2018,Reservoir Hill,Central,7,"(39.31310925, -76.6317235)"
3445 049 052418,3445,049,806 RESERVOIR ST,05/24/2018,Reservoir Hill,Central,7,"(39.31290053, -76.63224258)"
3446 046 022719,3446,046,746 RESERVOIR ST,02/27/2019,Reservoir Hill,Central,7,"(39.31300941, -76.63035215)"
3446 048 080114,3446,048,750 RESERVOIR ST,08/01/2014,RESERVOIR HILL,CENTRAL,7,"(39.31300627, -76.63046572)"
3446 063 040319,3446,063,2221 CALLOW AVE,04/03/2019,Reservoir Hill,Central,7,"(39.31332313, -76.63104716)"
3446 075 012919,3446,075,725 NEWINGTON AVE,01/29/2019,Reservoir Hill,Central,7,"(39.31339941, -76.63033028)"
3446 081 112517,3446,081,713 NEWINGTON AVE,11/25/2017,Reservoir Hill,Central,7,"(39.31340491, -76.62996985)"
3447 026 051118,3447,026,2260 BROOKFIELD AVE,05/11/2018,Reservoir Hill,Central,7,"(39.31394891, -76.63423711)"
3447 036 030918,3447,036,2329 LINDEN AVE,03/09/2018,Reservoir Hill,Central,7,"(39.31377264, -76.63502933)"
3447 037 051219,3447,037,2327 LINDEN AVE,05/12/2019,Reservoir Hill,Central,7,"(39.31373954, -76.63499707)"
3453 001J 121417,3453,001J,2427 CALLOW AVE,12/14/2017,Reservoir Hill,Central,7,"(39.31544758, -76.63111945)"
3453 002E 032819,3453,002E,2475 CALLOW AVE,03/28/2019,Reservoir Hill,Central,7,"(39.31634186, -76.63119405)"
3453 003 062118,3453,003,707 DRUID PARK LAKE DR,06/21/2018,Reservoir Hill,Central,7,"(39.31642176, -76.63094854)"
3454 002 040519,3454,002,2323 CALLOW AVE,04/05/2019,Reservoir Hill,Central,7,"(39.31427303, -76.63107064)"
3454 003 040519,3454,003,2321 CALLOW AVE,04/05/2019,Reservoir Hill,Central,7,"(39.31422636, -76.63106954)"
3454 004 040519,3454,004,2319 CALLOW AVE,04/05/2019,Reservoir Hill,Central,7,"(39.31417969, -76.63106831)"
3454 005 011118,3454,005,2317 CALLOW AVE,01/11/2018,Reservoir Hill,Central,7,"(39.31413303, -76.63106716)"
3457 005 122118,3457,005,808 WHITELOCK ST,12/21/2018,Reservoir Hill,Central,7,"(39.31464876, -76.63218302)"
3459 020 030918,3459,020,910 NEWINGTON AVE,03/09/2018,Reservoir Hill,Central,7,"(39.31384827, -76.63309753)"
3459 029 071218,3459,029,2301 BROOKFIELD AVE,07/12/2018,Reservoir Hill,Central,7,"(39.3138546, -76.6336047)"
3459 053 112517,3459,053,2304 CALLOW AVE,11/25/2017,Reservoir Hill,Central,7,"(39.31384276, -76.63171658)"
3461 004 091213,3461,004,914 WHITELOCK ST,09/12/2013,RESERVOIR HILL,CENTRAL,7,"(39.31463419, -76.63312732)"
3461 013 110218,3461,013,2402 LAKEVIEW AVE,11/02/2018,Reservoir Hill,Central,7,"(39.31486795, -76.63295735)"
3461 016 030416,3461,016,2408 LAKEVIEW AVE,03/04/2016,RESERVOIR HILL,CENTRAL,7,"(39.31499782, -76.63295883)"
3461 018 053118,3461,018,2412 LAKEVIEW AVE,05/31/2018,Reservoir Hill,Central,7,"(39.31508499, -76.63295978)"
3461 029 111315,3461,029,2434 LAKEVIEW AVE,11/13/2015,RESERVOIR HILL,CENTRAL,7,"(39.3155681, -76.63296529)"
3461 030 032818,3461,030,2436 LAKEVIEW AVE,03/28/2018,Reservoir Hill,Central,7,"(39.31561149, -76.63296582)"
3461 037A 040519,3461,037A,2525 BROOKFIELD AVE,04/05/2019,Reservoir Hill,Central,7,"(39.31596837, -76.63355082)"
3461 038D 041118,3461,038D,2505 BROOKFIELD AVE,04/11/2018,Reservoir Hill,Central,7,"(39.31544292, -76.63353953)"
3461 042 010615,3461,042,2407 BROOKFIELD AVE,01/06/2015,RESERVOIR HILL,CENTRAL,7,"(39.3148672, -76.63359282)"
3463C007B 040319,3463C,007B,943 BROOKS LANE,04/03/2019,Reservoir Hill,Central,7,"(39.31531858, -76.63739371)"
3463D012 012808,3463D,012,905 DRUID PARK LAKE DR,01/28/2008,RESERVOIR HILL,CENTRAL,7,"(39.31645959, -76.6371441)"
3463D025 082914,3463D,025,948 BROOKS LANE,08/29/2014,RESERVOIR HILL,CENTRAL,7,"(39.31574861, -76.63772481)"
3463E015E 090717,3463E,015E,2514 BROOKFIELD AVE,09/07/2017,Reservoir Hill,Central,7,"(39.3161315, -76.6342487)"
3463E016D 062916,3463E,016D,816 BROOKS LANE,06/29/2016,RESERVOIR HILL,CENTRAL,7,"(39.31625202, -76.63490742)"
3463E017D 062615,3463E,017D,828 BROOKS LANE,06/26/2015,RESERVOIR HILL,CENTRAL,7,"(39.31623156, -76.63535098)"
3463E018 071610,3463E,018,2517 LINDEN AVE,07/16/2010,RESERVOIR HILL,CENTRAL,7,"(39.3161595, -76.63584001)"
3463F004E 091918,3463F,004E,821 BROOKS LANE,09/19/2018,Reservoir Hill,Central,7,"(39.31576518, -76.63508024)"
3463F005B 052419,3463F,005B,815 BROOKS LANE,05/24/2019,Reservoir Hill,Central,7,"(39.31576681, -76.63481455)"
3463F006C 050819,3463F,006C,801 BROOKS LANE,05/08/2019,Reservoir Hill,Central,7,"(39.31580993, -76.63410366)"
3502A021 031318,3502A,021,3140 KESWICK ROAD,03/13/2018,Hampden,Northern,14,"(39.32543535, -76.62800475)"
3504E008 052316,3504E,008,3003 ELM AVE,05/23/2016,HAMPDEN,NORTHERN,14,"(39.3239696, -76.63072535)"
3511 056 020419,3511,056,856 W 33RD ST,02/04/2019,Hampden,Northern,14,"(39.32713181, -76.63130093)"
3518A014 032019,3518A,014,3542 ASH ST,03/20/2019,Hampden,Northern,7,"(39.3295897, -76.64021983)"
3518B015A 103118,3518B,015A,3634 BUENA VISTA AVE,10/31/2018,Hampden,Northern,7,"(39.33115013, -76.63974618)"
3518B019 112213,3518B,019,3650 BUENA VISTA AVE,11/22/2013,HAMPDEN,NORTHERN,7,"(39.33146585, -76.63983307)"
3518C023 111618,3518C,023,3548 BUENA VISTA AVE,11/16/2018,Hampden,Northern,7,"(39.32951208, -76.63894502)"
3518C028 112515,3518C,028,1501 W 36TH ST,11/25/2015,HAMPDEN,NORTHERN,7,"(39.32990693, -76.63892394)"
3523 037 051019,3523,037,1411 W 36TH ST,05/10/2019,Hampden,Northern,7,"(39.33000227, -76.63795692)"
3417 012 011217,3417,012,2434 MCCULLOH ST,01/12/2017,Penn North,Western,7,"(39.31251631, -76.63942229)"
3424 001 011117,3424,001,2200 EUTAW PL,01/11/2017,Reservoir Hill,Central,7,"(39.31059405, -76.63442104)"
3538 010A 072618,3538,010A,3629 ROLAND AVE,07/26/2018,Hampden,Northern,14,"(39.33206913, -76.63229507)"
3538 021 032319,3538,021,909 W 37TH ST,03/23/2019,Hampden,Northern,14,"(39.33254018, -76.63213053)"
3542A013 011619,3542A,013,1324 W 37TH ST,01/16/2019,Hampden,Northern,7,"(39.33220934, -76.6381403)"
3547 005 103118,3547,005,1402 UNION AVE,10/31/2018,Hampden,Northern,7,"(39.3329736, -76.6385604)"
3552 011 012519,3552,011,3733 FALLS ROAD,01/25/2019,Hampden,Northern,7,"(39.3337234, -76.63549883)"
3552 012 012519,3552,012,3735 FALLS ROAD,01/25/2019,Hampden,Northern,7,"(39.33377928, -76.63551595)"
3553 042 090718,3553,042,1005 UNION AVE,09/07/2018,Hampden,Northern,7,"(39.33332949, -76.63348219)"
3561 030 041418,3561,030,3911 ROLAND AVE,04/14/2018,Hampden,Northern,14,"(39.33579587, -76.63255161)"
3561 031 041418,3561,031,3913 ROLAND AVE,04/14/2018,Hampden,Northern,14,"(39.33583836, -76.63255455)"
3561 032 041418,3561,032,3915 ROLAND AVE,04/14/2018,Hampden,Northern,14,"(39.33588085, -76.63255749)"
3561 033 041418,3561,033,3917 ROLAND AVE,04/14/2018,Hampden,Northern,14,"(39.33592334, -76.63256039)"
3561 034 041418,3561,034,3919 ROLAND AVE,04/14/2018,Hampden,Northern,14,"(39.33596583, -76.63256346)"
3561 035 041418,3561,035,3921 ROLAND AVE,04/14/2018,Hampden,Northern,14,"(39.33600832, -76.63256637)"
3561 036 041418,3561,036,3923 ROLAND AVE,04/14/2018,Hampden,Northern,14,"(39.3360516, -76.63256802)"
3561 037 041418,3561,037,3925 ROLAND AVE,04/14/2018,Hampden,Northern,14,"(39.33609399, -76.6325737)"
3563A001 112818,3563A,001,1002 W 38TH ST,11/28/2018,Hampden,Northern,14,"(39.33444712, -76.63354248)"
3563A002 112818,3563A,002,1004 W 38TH ST,11/28/2018,Hampden,Northern,14,"(39.33444709, -76.63359872)"
3563A003 112818,3563A,003,1006 W 38TH ST,11/28/2018,Hampden,Northern,14,"(39.3344458, -76.63365791)"
3563A023 031618,3563A,023,3817 HICKORY AVE,03/16/2018,Hampden,Northern,14,"(39.33511393, -76.63460179)"
3590C027 112318,3590C,027,4006 HICKORY AVE,11/23/2018,Hampden,Northern,14,"(39.33710556, -76.63595637)"
3591 030 071418,3591,030,4009 EVANS CHAPEL ROAD,07/14/2018,Roland Park,Northern,14,"(39.3378414, -76.6339051)"
3624 032 051319,3624,032,9 W 25TH ST,05/13/2019,Old Goucher,Northern,12,"(39.31747694, -76.61752744)"
3630B008 092918,3630B,008,2614 HAMPDEN AVE,09/29/2018,Remington,Northern,12,"(39.31845515, -76.62289066)"
3630B019 020418,3630B,019,2636 HAMPDEN AVE,02/04/2018,Remington,Northern,12,"(39.31882339, -76.62318034)"
3639 005 042318,3639,005,2609 HUNTINGDON AVE,04/23/2018,Remington,Northern,12,"(39.31913164, -76.62115431)"
3639 055 011119,3639,055,300 W LORRAINE AVE,01/11/2019,Remington,Northern,12,"(39.31996916, -76.62062978)"
3644 021 051618,3644,021,411 W 28TH ST,05/16/2018,Remington,Northern,12,"(39.32003528, -76.62349634)"
3644 043 053018,3644,043,2710 HUNTINGDON AVE,05/30/2018,Remington,Northern,12,"(39.31990858, -76.6224885)"
3644 068 032219,3644,068,2739 MILES AVE,03/22/2019,Remington,Northern,12,"(39.32022063, -76.62305364)"
3644 070 020119,3644,070,2743 MILES AVE,02/01/2019,Remington,Northern,12,"(39.32029673, -76.62311341)"
3646 029 031119,3646,029,126 W 27TH ST,03/11/2019,Charles Village,Northern,12,"(39.32074464, -76.61977895)"
3646 040 042118,3646,040,104 W 27TH ST,04/21/2018,Charles Village,Northern,12,"(39.32077939, -76.61912686)"
3646 058 042318,3646,058,2731 N HOWARD ST,04/23/2018,Charles Village,Northern,12,"(39.3215749, -76.61971335)"
3646 059 042318,3646,059,2733 N HOWARD ST,04/23/2018,Charles Village,Northern,12,"(39.32161491, -76.619716)"
3649 019 011019,3649,019,2836 MARYLAND AVE,01/10/2019,Charles Village,Northern,12,"(39.32274135, -76.61903075)"
3649 040 090717,3649,040,2811 N HOWARD ST,09/07/2017,Charles Village,Northern,12,"(39.32218317, -76.61975672)"
3650B023 110218,3650B,023,2720 N HOWARD ST,11/02/2018,Remington,Northern,12,"(39.32130741, -76.62021358)"
3650B028 061518,3650B,028,2730 N HOWARD ST,06/15/2018,Remington,Northern,12,"(39.32153164, -76.62022793)"
3651 056 041119,3651,056,2808 FOX ST,04/11/2019,Remington,Northern,14,"(39.32122083, -76.62243399)"
3652 069 062218,3652,069,2832 MILES AVE,06/22/2018,Remington,Northern,12,"(39.32109876, -76.62412859)"
3657 014 120618,3657,014,2931 HUNTINGDON AVE,12/06/2018,Remington,Northern,14,"(39.32239609, -76.62368011)"
3657 049 011019,3657,049,340 W 29TH ST,01/10/2019,Remington,Northern,14,"(39.32184825, -76.62322661)"
3658 118 122418,3658,118,3012 CRESMONT AVE,12/24/2018,Remington,Northern,14,"(39.32396979, -76.62235629)"
3708A008C 020719,3708A,008C,4300 YORK ROAD,02/07/2019,Guilford,Northern,4,"(39.34108359, -76.60979082)"
3723 028 061818,3723,028,3802 GREENMOUNT AVE,06/18/2018,Guilford,Northern,14,"(39.3353864, -76.60982271)"
3801 001 041218,3801,001,100 E NORTH AVE,04/12/2018,Barclay,Central,12,"(39.31150806, -76.61466743)"
3801 014 011018,3801,014,1927 SAINT PAUL ST,01/10/2018,Barclay,Central,12,"(39.3120212, -76.61472378)"
3804 020 072805,3804,020,406 E NORTH AVE,07/28/2005,BARCLAY,EASTERN,12,"(39.31166011, -76.61065412)"
3804 022 102006,3804,022,402 E NORTH AVE,10/20/2006,BARCLAY,EASTERN,12,"(39.31165536, -76.61076281)"
3805 032 021818,3805,032,2013 BARCLAY ST,02/18/2018,Barclay,Eastern,12,"(39.31304733, -76.61075205)"
3805 035 041719,3805,035,415 E 21ST ST,04/17/2019,Barclay,Eastern,12,"(39.31329153, -76.61052409)"
3805 037 041719,3805,037,419 E 21ST ST,04/17/2019,Barclay,Eastern,12,"(39.3132943, -76.61041194)"
3805 038 041719,3805,038,421 E 21ST ST,04/17/2019,Barclay,Eastern,12,"(39.3132951, -76.61035435)"
3806 047 062119,3806,047,335 E 21ST ST,06/21/2019,Barclay,Eastern,12,"(39.31324697, -76.61153624)"
3808 031 082718,3808,031,102 E 20TH ST,08/27/2018,Barclay,Northern,12,"(39.31250488, -76.61433803)"
3811 038 031719,3811,038,2109 HARGROVE ST,03/17/2019,Barclay,Northern,12,"(39.313914, -76.61446377)"
3813 018 081617,3813,018,321 E 22ND ST,08/16/2017,Barclay,Eastern,12,"(39.31414754, -76.61194995)"
3813 055 022819,3813,055,318 E 21ST ST,02/28/2019,Barclay,Eastern,12,"(39.31361944, -76.61199065)"
3813 056 090117,3813,056,316 E 21ST ST,09/01/2017,Barclay,Eastern,12,"(39.31361739, -76.61204095)"
3814 018 051319,3814,018,413 E 22ND ST,05/13/2019,Barclay,Eastern,12,"(39.31420745, -76.61064945)"
3814 035 032319,3814,035,447 E 22ND ST,03/23/2019,Barclay,Eastern,12,"(39.31431015, -76.60975118)"
3814 038 100918,3814,038,2124 GREENMOUNT AVE,10/09/2018,Barclay,Eastern,12,"(39.31414412, -76.6097449)"
3814 039 110504,3814,039,2122 GREENMOUNT AVE,11/05/2004,BARCLAY,EASTERN,12,"(39.31410142, -76.60974529)"
3814 041 020917,3814,041,2114 GREENMOUNT AVE,02/09/2017,Barclay,Eastern,12,"(39.31393458, -76.60976327)"
3814 044 020917,3814,044,2112 GREENMOUNT AVE,02/09/2017,Barclay,Eastern,12,"(39.31386178, -76.60974933)"
3814 053 062218,3814,053,430 E 21ST ST,06/22/2018,Barclay,Eastern,12,"(39.31369136, -76.61005455)"
3814 057 032118,3814,057,422 E 21ST ST,03/21/2018,Barclay,Eastern,12,"(39.31368407, -76.61024951)"
3814 059 052819,3814,059,418 E 21ST ST,05/28/2019,Barclay,Eastern,12,"(39.31368023, -76.61035176)"
3814 061 031918,3814,061,414 E 21ST ST,03/19/2018,Barclay,Eastern,12,"(39.31367636, -76.61045495)"
3814 064 092418,3814,064,408 E 21ST ST,09/24/2018,Barclay,Eastern,12,"(39.31367076, -76.61060532)"
3815 043 020507,3815,043,2206 GREENMOUNT AVE,02/05/2007,BARCLAY,EASTERN,12,"(39.31498789, -76.60975248)"
3815 045 061014,3815,045,2202 GREENMOUNT AVE,06/10/2014,BARCLAY,EASTERN,12,"(39.31491144, -76.60975194)"
3815 046 063008,3815,046,2200 GREENMOUNT AVE,06/30/2008,BARCLAY,EASTERN,12,"(39.31487267, -76.6097504)"
3815 048 062615,3815,048,450 E 22ND ST,06/26/2015,BARCLAY,EASTERN,12,"(39.31471888, -76.60969253)"
3816 015 012818,3816,015,318 E 22ND ST,01/28/2018,Barclay,Eastern,12,"(39.3147188, -76.61203735)"
3823 002 041618,3823,002,2317 GUILFORD AVE,04/16/2018,Barclay,Eastern,12,"(39.31591528, -76.6124433)"
3823 023 070110,3823,023,325 E 24TH ST,07/01/2010,BARCLAY,EASTERN,12,"(39.31634206, -76.61190754)"
3823 032 042318,3823,032,2336 BARCLAY ST,04/23/2018,Barclay,Eastern,12,"(39.31609477, -76.61151602)"
3823 036 060414,3823,036,2328 BARCLAY ST,06/04/2014,BARCLAY,EASTERN,12,"(39.31595065, -76.611508)"
3823 049 022608,3823,049,312 E 23RD ST,02/26/2008,BARCLAY,EASTERN,12,"(39.31568643, -76.61220842)"
3824 031 021118,3824,031,446 E 23RD ST,02/11/2018,Barclay,Eastern,12,"(39.31575977, -76.60962315)"
3824 042 040918,3824,042,424 E 23RD ST,04/09/2018,Barclay,Eastern,12,"(39.31575327, -76.61015454)"
3824 043 051719,3824,043,422 E 23RD ST,05/17/2019,Barclay,Eastern,12,"(39.31575259, -76.61020137)"
3825 015 083018,3825,015,2460 GREENMOUNT AVE,08/30/2018,Barclay,Eastern,12,"(39.31749557, -76.60975748)"
3825 017 103118,3825,017,2456 GREENMOUNT AVE,10/31/2018,Barclay,Eastern,12,"(39.31741657, -76.60975663)"
3825 025 020619,3825,025,2426 GREENMOUNT AVE,02/06/2019,Barclay,Eastern,12,"(39.31685943, -76.60975378)"
3825 039 030615,3825,039,2421 BRENTWOOD AVE,03/06/2015,BARCLAY,EASTERN,12,"(39.3168338, -76.61013133)"
3825 042 050319,3825,042,2427 BRENTWOOD AVE,05/03/2019,Barclay,Eastern,12,"(39.31694488, -76.61013038)"
3825 045 031618,3825,045,2451 BRENTWOOD AVE,03/16/2018,Barclay,Eastern,12,"(39.31729591, -76.61013041)"
3825 046 091208,3825,046,2453 BRENTWOOD AVE,09/12/2008,BARCLAY,EASTERN,12,"(39.31733379, -76.6101303)"
3825 049 071718,3825,049,2459 BRENTWOOD AVE,07/17/2018,Barclay,Eastern,12,"(39.31744553, -76.61013013)"
3825 052 050219,3825,052,2465 BRENTWOOD AVE,05/02/2019,Barclay,Eastern,12,"(39.31755845, -76.61012989)"
3825 054 011018,3825,054,2469 BRENTWOOD AVE,01/10/2018,Barclay,Eastern,12,"(39.317635, -76.61012376)"
3826 055 081617,3826,055,2434 BRENTWOOD AVE,08/16/2017,Barclay,Eastern,12,"(39.31696512, -76.61065559)"
3826 058 061119,3826,058,2428 BRENTWOOD AVE,06/11/2019,Barclay,Eastern,12,"(39.31685771, -76.61065508)"
3826 065 122818,3826,065,2414 BRENTWOOD AVE,12/28/2018,Barclay,Eastern,12,"(39.31660207, -76.61065469)"
3826 072 042118,3826,072,2400 BRENTWOOD AVE,04/21/2018,Barclay,Eastern,12,"(39.31634135, -76.61065341)"
3827 015 041318,3827,015,2429 GUILFORD AVE,04/13/2018,Barclay,Eastern,12,"(39.31725169, -76.61240483)"
3827 030 050919,3827,030,315 E 25TH ST,05/09/2019,Barclay,Eastern,12,"(39.31775495, -76.61231167)"
3829 036 052319,3829,036,2414 N CALVERT ST,05/23/2019,Barclay,Northern,12,"(39.31681543, -76.61447346)"
3834 019C 120415,3834,019C,2522 BARCLAY ST,12/04/2015,HARWOOD,NORTHERN,12,"(39.31903635, -76.61134097)"
3834 019D 062818,3834,019D,2520 BARCLAY ST,06/28/2018,Harwood,Northern,12,"(39.31899053, -76.61133347)"
3834 025 081718,3834,025,348 E 25TH ST,08/17/2018,Harwood,Northern,12,"(39.31836037, -76.61136295)"
3834 050A 103118,3834,050A,342 E 25 1/2 ST,10/31/2018,Harwood,Northern,12,"(39.31871376, -76.61165864)"
3836A012 012819,3836A,012,439 E 27TH ST,01/28/2019,Harwood,Northern,12,"(39.32073611, -76.6099987)"
3836A013 061119,3836A,013,437 E 27TH ST,06/11/2019,Harwood,Northern,12,"(39.32073729, -76.61004383)"
3836A014 100507,3836A,014,435 E 27TH ST,10/05/2007,HARWOOD,NORTHERN,12,"(39.32073841, -76.61008856)"
3836A015 110218,3836A,015,433 E 27TH ST,11/02/2018,Harwood,Northern,12,"(39.32073963, -76.61013558)"
3836A022 040519,3836A,022,405 E 27TH ST,04/05/2019,Harwood,Northern,12,"(39.32075017, -76.61054865)"
3836A065 071418,3836A,065,433 E LORRAINE AVE,07/14/2018,Harwood,Northern,12,"(39.31988192, -76.61017437)"
3836A082 112817,3836A,082,2607 BARCLAY ST,11/28/2017,Harwood,Northern,12,"(39.31963807, -76.61088688)"
3836A084 042318,3836A,084,2611 BARCLAY ST,04/23/2018,Harwood,Northern,12,"(39.31969841, -76.61086978)"
3836A099 081117,3836A,099,2639 BARCLAY ST,08/11/2017,Harwood,Northern,12,"(39.32077545, -76.6108757)"
3836B040 110617,3836B,040,404 E 25TH ST,11/06/2017,Harwood,Northern,12,"(39.31832707, -76.61086475)"
3844 023 122118,3844,023,306 E 27TH ST,12/21/2018,Harwood,Northern,12,"(39.32102734, -76.61231372)"
3844 027 052319,3844,027,351 WHITRIDGE AVE,05/23/2019,Harwood,Northern,12,"(39.32131867, -76.61126269)"
3844 100 012818,3844,100,343 E 28TH ST,01/28/2018,Harwood,Northern,12,"(39.32194481, -76.61133401)"
3845 019 080318,3845,019,420 WHITRIDGE AVE,08/03/2018,Harwood,Northern,12,"(39.32171586, -76.61048073)"
3845 045 110518,3845,045,439 WHITRIDGE AVE,11/05/2018,Harwood,Northern,12,"(39.32138498, -76.61004049)"
3846 015 080117,3846,015,428 E 28TH ST,08/01/2017,Harwood,Northern,12,"(39.32236878, -76.6102391)"
3846 065 062119,3846,065,416 ILCHESTER AVE,06/21/2019,Harwood,Northern,12,"(39.32298534, -76.61058305)"
3847 027 040519,3847,027,318 E 28TH ST,04/05/2019,Harwood,Northern,12,"(39.32232956, -76.61204266)"
3847 033 092118,3847,033,330 E 28TH ST,09/21/2018,Harwood,Northern,12,"(39.32234259, -76.61171685)"
3849 025 062819,3849,025,2843 SAINT PAUL ST,06/28/2019,Charles Village,Northern,12,"(39.32315085, -76.61539539)"
3855 002A 061518,3855,002A,2920 GREENMOUNT AVE,06/15/2018,Abell,Northern,12,"(39.32388467, -76.60972054)"
3855 014 082418,3855,014,2952 GREENMOUNT AVE,08/24/2018,Abell,Northern,12,"(39.32454156, -76.60969012)"
3855 016 081617,3855,016,2956 GREENMOUNT AVE,08/16/2017,Abell,Northern,12,"(39.32461717, -76.60968861)"
3855 017 091018,3855,017,2958 GREENMOUNT AVE,09/10/2018,Abell,Northern,12,"(39.32466261, -76.60967826)"
3856 024 042918,3856,024,401 E 31ST ST,04/29/2018,Abell,Northern,14,"(39.3258009, -76.61088744)"
3857A051 062218,3857A,051,3004 BARCLAY ST,06/22/2018,Abell,Northern,14,"(39.32490215, -76.61130594)"
3858 008 041219,3858,008,3015 N CALVERT ST,04/12/2019,Charles Village,Northern,14,"(39.32503393, -76.61430923)"
3860 013 040318,3860,013,3022 SAINT PAUL ST,04/03/2018,Charles Village,Northern,14,"(39.32519761, -76.61631024)"
3872B018 083118,3872B,018,329 E UNIVERSITY PKWY,08/31/2018,Oakenshawe,Northern,14,"(39.32891243, -76.6124918)"
3881 030 082918,3881,030,3119 BARCLAY ST,08/29/2018,Abell,Northern,14,"(39.32687359, -76.61074362)"
3883 007C 111018,3883,007C,417 VENABLE AVE,11/10/2018,Oakenshawe,Northern,14,"(39.32910686, -76.61007073)"
3883 011 081617,3883,011,405 VENABLE AVE,08/16/2017,Oakenshawe,Northern,14,"(39.32904631, -76.610515)"
3903 030 101918,3903,030,509 ROSE HILL TERR,10/19/2018,Pen Lucy,Northern,4,"(39.33848167, -76.60860522)"
3903 055 081117,3903,055,536 WYANOKE AVE,08/11/2017,Pen Lucy,Northern,4,"(39.33749138, -76.60800353)"
3903A021 050819,3903A,021,3802 OLD YORK ROAD,05/08/2019,Waverly,Northern,4,"(39.33576386, -76.6077748)"
3903A022 050819,3903A,022,3804 OLD YORK ROAD,05/08/2019,Waverly,Northern,4,"(39.33581766, -76.60777582)"
3903A034 060719,3903A,034,3805 GREENMOUNT AVE,06/07/2019,Waverly,Northern,4,"(39.33599609, -76.60917296)"
3903A043 050118,3903A,043,509 E 39TH ST,05/01/2018,Waverly,Northern,4,"(39.33613978, -76.60820419)"
3903A046 052319,3903A,046,515 E 39TH ST,05/23/2019,Waverly,Northern,4,"(39.33609477, -76.60773292)"
3904 013 031319,3904,013,3734 OLD YORK ROAD,03/13/2019,Waverly,Northern,4,"(39.33456395, -76.60780273)"
3904 047 112318,3904,047,557 E 38TH ST,11/23/2018,Waverly,Northern,4,"(39.33515234, -76.6079124)"
3904 048 121117,3904,048,559 E 38TH ST,12/11/2017,Waverly,Northern,4,"(39.33515018, -76.60786467)"
3908 025 052319,3908,025,709 BELGIAN AVE,05/23/2019,Pen Lucy,Northern,4,"(39.34023698, -76.60546448)"
3911 003 093018,3911,003,704 CATOR AVE,09/30/2018,Pen Lucy,Northern,4,"(39.33923022, -76.60602384)"
3912 014 041719,3912,014,625 E 41ST ST,04/17/2019,Pen Lucy,Northern,4,"(39.33949633, -76.60649205)"
3912 023 032319,3912,023,607 E 41ST ST,03/23/2019,Pen Lucy,Northern,4,"(39.33946931, -76.60723003)"
3913 038 113017,3913,038,713 CATOR AVE,11/30/2017,Pen Lucy,Northern,4,"(39.33885583, -76.60594116)"
3913 058 020609,3913,058,602 DUMBARTON AVE,02/06/2009,PEN LUCY,NORTHERN,4,"(39.33834197, -76.60726039)"
3913 062 103118,3913,062,618 DUMBARTON AVE,10/31/2018,Pen Lucy,Northern,4,"(39.33836017, -76.60676908)"
3913 063 092515,3913,063,620 DUMBARTON AVE,09/25/2015,PEN LUCY,NORTHERN,4,"(39.33836453, -76.60666338)"
